ExistingAccountStatus,Duration,CreditHistory,Purpose,CreditAmount,SavingsAccount,CurrentEmplymentStatus,InstallmentRate,PersonalStatusAndSex,OtherGuarantors,DurationInCurrentResidence,Property,Age,OtherInstallment,Housing,ExistingCredits,Job,PeopleLiable,Telephone,ForeignWorker,Sex,Marital_Status,ClassificationStatus
No Account,12,critical account/ other credits existing (not at this bank),Furniture,1592,Above 1000 DM,"[4, 7) Years",3,"Female, Divorced",None,2,Life Insurance,35,None,Own,1,Skilled,1,no,no,Female,Divorced,1
No Account,15,existing credits paid back duly till now ,Furniture,2186,None,"[4, 7) Years",1,"Female, Divorced",None,4,Real Estate,33,Bank,Rent,1,Unskilled Resident,1,no,yes,Female,Divorced,1
None,18,existing credits paid back duly till now ,Furniture,4153,Below 100 DM,"[1, 4) Years",2,"Male, Single",Co-Applicant,3,Car,42,None,Own,1,Skilled,1,no,yes,Male,Single,0
None,16,critical account/ other credits existing (not at this bank),Car (New),2625,Below 100 DM,Above 7 Years,2,"Male, Single",Guarantor,4,Life Insurance,43,Bank,Rent,1,Skilled,1,yes,yes,Male,Single,0
No Account,20,critical account/ other credits existing (not at this bank),Car (New),3485,None,<1 Year,2,"Male, Divorced",None,4,Real Estate,44,None,Own,2,Skilled,1,yes,yes,Male,Divorced,1
No Account,36,critical account/ other credits existing (not at this bank),Car (Used),10477,None,Above 7 Years,2,"Male, Single",None,4,None,42,None,Free,2,Skilled,1,no,yes,Male,Single,1
No Account,15,existing credits paid back duly till now ,Radio/TV,1386,None,"[1, 4) Years",4,"Male, Married/Widowed",None,2,Real Estate,40,None,Rent,1,Skilled,1,yes,yes,Male,Married/Widowed,1
No Account,24,existing credits paid back duly till now ,Radio/TV,1278,Below 100 DM,Above 7 Years,4,"Male, Single",None,1,Real Estate,36,None,Own,1,Executive,1,yes,yes,Male,Single,1
None,12,existing credits paid back duly till now ,Radio/TV,1107,Below 100 DM,"[1, 4) Years",2,"Male, Single",None,2,Real Estate,20,None,Rent,1,Executive,2,yes,yes,Male,Single,1
None,21,existing credits paid back duly till now ,Car (New),3763,None,"[4, 7) Years",2,"Male, Single",Co-Applicant,2,Real Estate,24,None,Own,1,Unskilled Resident,1,no,no,Male,Single,1
Below 200 DM,36,existing credits paid back duly till now ,Education,3711,None,"[1, 4) Years",2,"Male, Married/Widowed",None,2,Car,27,None,Own,1,Skilled,1,no,yes,Male,Married/Widowed,1
No Account,15,delay in paying off in the past ,Car (Used),3594,Below 100 DM,<1 Year,1,"Female, Divorced",None,2,Life Insurance,46,None,Own,2,Unskilled Resident,1,no,yes,Female,Divorced,1
Below 200 DM,9,existing credits paid back duly till now ,Car (New),3195,None,"[1, 4) Years",1,"Female, Divorced",None,2,Real Estate,33,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,1
No Account,36,delay in paying off in the past ,Radio/TV,4454,Below 100 DM,"[1, 4) Years",4,"Female, Divorced",None,4,Real Estate,34,None,Own,2,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,24,critical account/ other credits existing (not at this bank),Furniture,4736,Below 100 DM,<1 Year,2,"Female, Divorced",None,4,Car,25,Bank,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,0
Below 200 DM,30,existing credits paid back duly till now ,Radio/TV,2991,None,Above 7 Years,2,"Female, Divorced",None,4,Car,25,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
No Account,11,existing credits paid back duly till now ,Business,2142,Above 1000 DM,Above 7 Years,1,"Male, Divorced",None,2,Real Estate,28,None,Own,1,Skilled,1,yes,yes,Male,Divorced,1
None,24,all credits at this bank paid back duly ,Business,3161,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,2,Life Insurance,31,None,Rent,1,Skilled,1,yes,yes,Male,Single,0
Below 200 DM,48,no credits taken/ all credits paid back duly ,Others,18424,Below 100 DM,"[1, 4) Years",1,"Female, Divorced",None,2,Life Insurance,32,Bank,Own,1,Executive,1,yes,no,Female,Divorced,0
No Account,10,existing credits paid back duly till now ,Car (Used),2848,"[100, 500) DM","[1, 4) Years",1,"Male, Single",Co-Applicant,2,Real Estate,32,None,Own,1,Skilled,2,no,yes,Male,Single,1
None,6,existing credits paid back duly till now ,Car (New),14896,Below 100 DM,Above 7 Years,1,"Male, Single",None,4,None,68,Bank,Own,1,Executive,1,yes,yes,Male,Single,0
None,24,existing credits paid back duly till now ,Furniture,2359,"[100, 500) DM",Unemployed,1,"Male, Divorced",None,1,Life Insurance,33,None,Own,1,Skilled,1,no,yes,Male,Divorced,0
None,24,existing credits paid back duly till now ,Furniture,3345,Below 100 DM,Above 7 Years,4,"Male, Single",None,2,Life Insurance,39,None,Rent,1,Executive,1,yes,yes,Male,Single,0
No Account,18,critical account/ other credits existing (not at this bank),Furniture,1817,Below 100 DM,"[1, 4) Years",4,"Female, Divorced",None,2,None,28,None,Own,2,Skilled,1,no,yes,Female,Divorced,1
No Account,48,delay in paying off in the past ,Radio/TV,12749,"[500, 1000) DM","[4, 7) Years",4,"Male, Single",None,1,Car,37,None,Own,1,Executive,1,yes,yes,Male,Single,1
None,9,existing credits paid back duly till now ,Radio/TV,1366,Below 100 DM,<1 Year,3,"Female, Divorced",None,4,Life Insurance,22,None,Rent,1,Skilled,1,no,yes,Female,Divorced,0
Below 200 DM,12,existing credits paid back duly till now ,Car (New),2002,Below 100 DM,"[4, 7) Years",3,"Male, Single",None,4,Life Insurance,30,None,Rent,1,Skilled,2,yes,yes,Male,Single,1
None,24,all credits at this bank paid back duly ,Furniture,6872,Below 100 DM,<1 Year,2,"Male, Divorced",None,1,Life Insurance,55,Bank,Own,1,Skilled,1,yes,yes,Male,Divorced,0
None,12,all credits at this bank paid back duly ,Car (New),697,Below 100 DM,<1 Year,4,"Male, Single",None,2,Car,46,Bank,Own,2,Skilled,1,yes,yes,Male,Single,0
None,18,critical account/ other credits existing (not at this bank),Furniture,1049,Below 100 DM,<1 Year,4,"Female, Divorced",None,4,Life Insurance,21,None,Rent,1,Skilled,1,no,yes,Female,Divorced,1
None,48,existing credits paid back duly till now ,Car (Used),10297,Below 100 DM,"[4, 7) Years",4,"Male, Single",None,4,None,39,Stores,Free,3,Skilled,2,yes,yes,Male,Single,0
No Account,30,existing credits paid back duly till now ,Radio/TV,1867,None,Above 7 Years,4,"Male, Single",None,4,Car,58,None,Own,1,Skilled,1,yes,yes,Male,Single,1
None,12,delay in paying off in the past ,Car (New),1344,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,2,Real Estate,43,None,Own,2,Unskilled Resident,2,no,yes,Male,Single,1
None,24,existing credits paid back duly till now ,Furniture,1747,Below 100 DM,<1 Year,4,"Male, Single",Co-Applicant,1,Life Insurance,24,None,Own,1,Unskilled Resident,1,no,no,Male,Single,1
Below 200 DM,9,existing credits paid back duly till now ,Radio/TV,1670,Below 100 DM,<1 Year,4,"Female, Divorced",None,2,Car,22,None,Own,1,Skilled,1,yes,yes,Female,Divorced,0
No Account,9,critical account/ other credits existing (not at this bank),Car (New),1224,Below 100 DM,"[1, 4) Years",3,"Male, Single",None,1,Real Estate,30,None,Own,2,Skilled,1,no,yes,Male,Single,1
No Account,12,critical account/ other credits existing (not at this bank),Radio/TV,522,"[500, 1000) DM",Above 7 Years,4,"Male, Single",None,4,Life Insurance,42,None,Own,2,Skilled,2,yes,yes,Male,Single,1
None,12,existing credits paid back duly till now ,Radio/TV,1498,Below 100 DM,"[1, 4) Years",4,"Female, Divorced",None,1,Car,23,Bank,Own,1,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,30,delay in paying off in the past ,Radio/TV,1919,"[100, 500) DM",<1 Year,4,"Male, Single",None,3,None,30,Stores,Own,2,Executive,1,no,yes,Male,Single,0
Above 200 DM,9,existing credits paid back duly till now ,Radio/TV,745,Below 100 DM,"[1, 4) Years",3,"Female, Divorced",None,2,Real Estate,28,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,0
Below 200 DM,6,existing credits paid back duly till now ,Radio/TV,2063,Below 100 DM,<1 Year,4,"Male, Married/Widowed",None,3,Car,30,None,Rent,1,Executive,1,yes,yes,Male,Married/Widowed,1
Below 200 DM,60,existing credits paid back duly till now ,Education,6288,Below 100 DM,"[1, 4) Years",4,"Male, Single",None,4,None,42,None,Free,1,Skilled,1,no,yes,Male,Single,0
No Account,24,critical account/ other credits existing (not at this bank),Car (Used),6842,None,"[1, 4) Years",2,"Male, Single",None,4,Life Insurance,46,None,Own,2,Executive,2,yes,yes,Male,Single,1
No Account,12,existing credits paid back duly till now ,Car (New),3527,None,<1 Year,2,"Male, Single",None,3,Life Insurance,45,None,Own,1,Executive,2,yes,yes,Male,Single,1
No Account,10,existing credits paid back duly till now ,Car (New),1546,Below 100 DM,"[1, 4) Years",3,"Male, Single",None,2,Real Estate,31,None,Own,1,Unskilled Resident,2,no,no,Male,Single,1
No Account,24,existing credits paid back duly till now ,Furniture,929,None,"[4, 7) Years",4,"Male, Single",None,2,Car,31,Stores,Own,1,Skilled,1,yes,yes,Male,Single,1
No Account,4,critical account/ other credits existing (not at this bank),Car (New),1455,Below 100 DM,"[4, 7) Years",2,"Male, Single",None,1,Real Estate,42,None,Own,3,Unskilled Resident,2,no,yes,Male,Single,1
None,15,existing credits paid back duly till now ,Furniture,1845,Below 100 DM,<1 Year,4,"Female, Divorced",Guarantor,1,Life Insurance,46,None,Rent,1,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,48,no credits taken/ all credits paid back duly ,Car (New),8358,"[500, 1000) DM",<1 Year,1,"Female, Divorced",None,1,Car,30,None,Own,2,Skilled,1,no,yes,Female,Divorced,1
None,24,all credits at this bank paid back duly ,Furniture,3349,"[500, 1000) DM",<1 Year,4,"Male, Single",None,4,None,30,None,Free,1,Skilled,2,yes,yes,Male,Single,0
No Account,12,existing credits paid back duly till now ,Car (New),2859,None,Unemployed,4,"Male, Single",None,4,None,38,None,Own,1,Executive,1,yes,yes,Male,Single,1
No Account,18,existing credits paid back duly till now ,Furniture,1533,Below 100 DM,<1 Year,4,"Male, Married/Widowed",Co-Applicant,1,Life Insurance,43,None,Own,1,Unskilled Resident,2,no,yes,Male,Married/Widowed,0
No Account,24,existing credits paid back duly till now ,Radio/TV,3621,"[100, 500) DM",Above 7 Years,2,"Male, Single",None,4,Car,31,None,Own,2,Skilled,1,no,yes,Male,Single,0
Below 200 DM,18,critical account/ other credits existing (not at this bank),Business,3590,Below 100 DM,Unemployed,3,"Male, Married/Widowed",None,3,Car,40,None,Own,3,"Unemployed, Unskilled",2,yes,yes,Male,Married/Widowed,1
None,36,delay in paying off in the past ,Business,2145,Below 100 DM,"[4, 7) Years",2,"Male, Single",None,1,Car,24,None,Own,2,Skilled,1,yes,yes,Male,Single,0
Below 200 DM,24,existing credits paid back duly till now ,Car (Used),4113,"[500, 1000) DM",<1 Year,3,"Female, Divorced",None,4,Car,28,None,Rent,1,Skilled,1,no,yes,Female,Divorced,0
No Account,36,existing credits paid back duly till now ,Furniture,10974,Below 100 DM,Unemployed,4,"Female, Divorced",None,2,Car,26,None,Own,2,Executive,1,yes,yes,Female,Divorced,0
None,12,existing credits paid back duly till now ,Car (New),1893,Below 100 DM,"[1, 4) Years",4,"Female, Divorced",Guarantor,4,Life Insurance,29,None,Own,1,Skilled,1,yes,yes,Female,Divorced,1
None,24,critical account/ other credits existing (not at this bank),Radio/TV,1231,Above 1000 DM,Above 7 Years,4,"Female, Divorced",None,4,Life Insurance,57,None,Rent,2,Executive,1,yes,yes,Female,Divorced,1
Above 200 DM,30,critical account/ other credits existing (not at this bank),Radio/TV,3656,None,Above 7 Years,4,"Male, Single",None,4,Life Insurance,49,Stores,Own,2,Unskilled Resident,1,no,yes,Male,Single,1
Below 200 DM,9,critical account/ other credits existing (not at this bank),Radio/TV,1154,Below 100 DM,Above 7 Years,2,"Male, Single",None,4,Real Estate,37,None,Own,3,Unskilled Resident,1,no,yes,Male,Single,1
None,28,existing credits paid back duly till now ,Car (New),4006,Below 100 DM,"[1, 4) Years",3,"Male, Single",None,2,Car,45,None,Own,1,Unskilled Resident,1,no,yes,Male,Single,0
Below 200 DM,24,existing credits paid back duly till now ,Furniture,3069,"[100, 500) DM",Above 7 Years,4,"Male, Single",None,4,None,30,None,Free,1,Skilled,1,no,yes,Male,Single,1
No Account,6,critical account/ other credits existing (not at this bank),Radio/TV,1740,Below 100 DM,Above 7 Years,2,"Male, Married/Widowed",None,2,Real Estate,30,None,Rent,2,Skilled,1,no,yes,Male,Married/Widowed,1
Below 200 DM,21,delay in paying off in the past ,Car (New),2353,Below 100 DM,"[1, 4) Years",1,"Male, Divorced",None,4,Life Insurance,47,None,Own,2,Skilled,1,no,yes,Male,Divorced,1
No Account,15,existing credits paid back duly till now ,Car (New),3556,None,"[1, 4) Years",3,"Male, Single",None,2,None,29,None,Own,1,Skilled,1,no,yes,Male,Single,1
No Account,24,existing credits paid back duly till now ,Radio/TV,2397,"[500, 1000) DM",Above 7 Years,3,"Male, Single",None,2,Car,35,Bank,Own,2,Skilled,1,yes,yes,Male,Single,0
Below 200 DM,6,existing credits paid back duly till now ,Repairs,454,Below 100 DM,<1 Year,3,"Male, Married/Widowed",None,1,Life Insurance,22,None,Own,1,Unskilled Resident,1,no,yes,Male,Married/Widowed,1
Below 200 DM,30,existing credits paid back duly till now ,Radio/TV,1715,None,"[1, 4) Years",4,"Female, Divorced",None,1,Car,26,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,27,critical account/ other credits existing (not at this bank),Radio/TV,2520,"[500, 1000) DM","[1, 4) Years",4,"Male, Single",None,2,Life Insurance,23,None,Own,2,Unskilled Resident,1,no,yes,Male,Single,0
No Account,15,existing credits paid back duly till now ,Radio/TV,3568,Below 100 DM,Above 7 Years,4,"Female, Divorced",None,2,Car,54,Bank,Rent,1,Executive,1,yes,yes,Female,Divorced,1
No Account,42,existing credits paid back duly till now ,Radio/TV,7166,None,"[4, 7) Years",2,"Male, Married/Widowed",None,4,Life Insurance,29,None,Rent,1,Skilled,1,yes,yes,Male,Married/Widowed,1
None,11,critical account/ other credits existing (not at this bank),Car (New),3939,Below 100 DM,"[1, 4) Years",1,"Male, Single",None,2,Real Estate,40,None,Own,2,Unskilled Resident,2,no,yes,Male,Single,1
Below 200 DM,15,existing credits paid back duly till now ,Repairs,1514,"[100, 500) DM","[1, 4) Years",4,"Male, Single",Guarantor,2,Real Estate,22,None,Own,1,Skilled,1,no,yes,Male,Single,1
No Account,24,existing credits paid back duly till now ,Car (New),7393,Below 100 DM,"[1, 4) Years",1,"Male, Single",None,4,Life Insurance,43,None,Own,1,Unskilled Resident,2,no,yes,Male,Single,1
None,24,all credits at this bank paid back duly ,Car (New),1193,Below 100 DM,Unemployed,1,"Female, Divorced",Co-Applicant,4,None,29,None,Rent,2,"Unemployed, Unskilled",1,no,yes,Female,Divorced,0
None,60,existing credits paid back duly till now ,Business,7297,Below 100 DM,Above 7 Years,4,"Male, Single",Co-Applicant,4,None,36,None,Rent,1,Skilled,1,no,yes,Male,Single,0
No Account,30,critical account/ other credits existing (not at this bank),Radio/TV,2831,Below 100 DM,"[1, 4) Years",4,"Female, Divorced",None,2,Car,33,None,Own,1,Skilled,1,yes,yes,Female,Divorced,1
Above 200 DM,24,existing credits paid back duly till now ,Radio/TV,1258,"[500, 1000) DM","[1, 4) Years",3,"Female, Divorced",None,3,Car,57,None,Own,1,Unskilled Resident,1,no,yes,Female,Divorced,1
Below 200 DM,6,existing credits paid back duly till now ,Radio/TV,753,Below 100 DM,"[1, 4) Years",2,"Female, Divorced",Guarantor,3,Real Estate,64,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
Below 200 DM,18,delay in paying off in the past ,Business,2427,None,Above 7 Years,4,"Male, Single",None,2,Life Insurance,42,None,Own,2,Skilled,1,no,yes,Male,Single,1
No Account,24,delay in paying off in the past ,Car (New),2538,Below 100 DM,Above 7 Years,4,"Male, Single",None,4,Car,47,None,Own,2,Unskilled Resident,2,no,yes,Male,Single,0
Below 200 DM,15,all credits at this bank paid back duly ,Car (New),1264,"[100, 500) DM","[1, 4) Years",2,"Male, Married/Widowed",None,2,Life Insurance,25,None,Rent,1,Skilled,1,no,yes,Male,Married/Widowed,0
Below 200 DM,30,critical account/ other credits existing (not at this bank),Furniture,8386,Below 100 DM,"[4, 7) Years",2,"Male, Single",None,2,Life Insurance,49,None,Own,1,Skilled,1,no,yes,Male,Single,0
No Account,48,existing credits paid back duly till now ,Business,4844,Below 100 DM,Unemployed,3,"Male, Single",None,2,Car,33,Bank,Rent,1,Executive,1,yes,yes,Male,Single,0
Above 200 DM,21,existing credits paid back duly till now ,Car (New),2923,"[100, 500) DM","[1, 4) Years",1,"Female, Divorced",None,1,Car,28,Bank,Own,1,Executive,1,yes,yes,Female,Divorced,1
None,36,existing credits paid back duly till now ,Car (Used),8229,Below 100 DM,"[1, 4) Years",2,"Male, Single",None,2,Life Insurance,26,None,Own,1,Skilled,2,no,yes,Male,Single,0
No Account,24,critical account/ other credits existing (not at this bank),Furniture,2028,Below 100 DM,"[4, 7) Years",2,"Male, Single",None,2,Life Insurance,30,None,Own,2,Unskilled Resident,1,no,yes,Male,Single,1
None,15,critical account/ other credits existing (not at this bank),Furniture,1433,Below 100 DM,"[1, 4) Years",4,"Female, Divorced",None,3,Life Insurance,25,None,Rent,2,Skilled,1,no,yes,Female,Divorced,1
Above 200 DM,42,no credits taken/ all credits paid back duly ,Business,6289,Below 100 DM,<1 Year,2,"Male, Divorced",None,1,Life Insurance,33,None,Own,2,Skilled,1,no,yes,Male,Divorced,1
No Account,13,existing credits paid back duly till now ,Radio/TV,1409,"[100, 500) DM",Unemployed,2,"Female, Divorced",None,4,Real Estate,64,None,Own,1,Skilled,1,no,yes,Female,Divorced,1
None,24,existing credits paid back duly till now ,Car (Used),6579,Below 100 DM,Unemployed,4,"Male, Single",None,2,None,29,None,Free,1,Executive,1,yes,yes,Male,Single,1
Below 200 DM,24,critical account/ other credits existing (not at this bank),Radio/TV,1743,Below 100 DM,Above 7 Years,4,"Male, Single",None,2,Life Insurance,48,None,Own,2,Unskilled Resident,1,no,yes,Male,Single,1
No Account,12,critical account/ other credits existing (not at this bank),Education,3565,None,<1 Year,2,"Male, Single",None,1,Life Insurance,37,None,Own,2,Unskilled Resident,2,no,yes,Male,Single,1
No Account,15,all credits at this bank paid back duly ,Radio/TV,1569,"[100, 500) DM",Above 7 Years,4,"Male, Single",None,4,Car,34,Bank,Own,1,Unskilled Resident,2,no,yes,Male,Single,1
None,18,existing credits paid back duly till now ,Radio/TV,1936,None,"[4, 7) Years",2,"Male, Married/Widowed",None,4,Car,23,None,Rent,2,Unskilled Resident,1,no,yes,Male,Married/Widowed,1
